Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
Bulgaria,BGR,2021-03-26,195704,34004,206835,0,0,0,0,0
Bulgaria,BGR,2021-04-02,228583,44809,230180,0,0,0,0,0
Bulgaria,BGR,2021-04-09,275118,59160,238387,0,0,0,0,0
Bulgaria,BGR,2021-04-16,322422,74318,241707,0,0,0,0,0
Bulgaria,BGR,2021-04-23,382650,93241,247383,0,0,0,0,0
Bulgaria,BGR,2021-04-30,452036,108865,263756,0,0,0,0,0
Bulgaria,BGR,2021-05-07,514960,122688,300451,0,0,0,0,0
Bulgaria,BGR,2021-05-14,606439,145571,364379,398,0,0,0,0
Bulgaria,BGR,2021-05-21,690983,165767,401422,2629,0,0,0,0
Bulgaria,BGR,2021-05-28,754371,181502,411232,6276,0,0,0,0
Bulgaria,BGR,2021-06-04,827459,190457,435357,11142,0,0,0,0
Bulgaria,BGR,2021-06-11,898271,202784,457900,17987,0,0,0,0
Bulgaria,BGR,2021-06-18,949706,216421,467870,25928,0,0,0,0
Bulgaria,BGR,2021-06-25,997114,225728,470990,33099,0,0,0,0
Bulgaria,BGR,2021-07-02,1042927,234047,472860,39994,0,0,0,0
Bulgaria,BGR,2021-07-09,1086383,241862,474021,48424,0,0,0,0
Bulgaria,BGR,2021-07-16,1127926,247955,474812,58430,0,0,0,0
Bulgaria,BGR,2021-07-23,1167720,252761,475720,68108,0,0,0,0
Bulgaria,BGR,2021-07-30,1212406,258066,476371,78440,0,0,0,0
Bulgaria,BGR,2021-08-06,1256750,263844,476700,89960,0,0,0,0
Bulgaria,BGR,2021-08-13,1298259,269269,477025,102550,0,0,0,0
Bulgaria,BGR,2021-08-20,1341032,274596,477363,116845,0,0,0,0
Bulgaria,BGR,2021-08-27,1387124,280188,477659,133004,0,0,0,0
Bulgaria,BGR,2021-09-03,1428817,285738,477825,149767,0,0,0,0
Bulgaria,BGR,2021-09-10,1463273,290164,477891,162888,0,0,0,0
Bulgaria,BGR,2021-09-17,1499714,294725,478020,175977,0,0,0,0
Bulgaria,BGR,2021-09-24,1529744,298370,478112,185864,0,0,0,0
Bulgaria,BGR,2021-10-01,1555083,301960,478260,195779,0,0,0,0
Bulgaria,BGR,2021-10-08,1578851,304703,478299,203802,0,0,0,0
Bulgaria,BGR,2021-10-15,1601200,307734,478334,213919,0,0,0,0
Bulgaria,BGR,2021-10-19,1601200,307734,478334,215642,0,0,0,0
Chile,CHL,2020-12-24,420,0,0,0,0,0,0,0
Chile,CHL,2020-12-25,5202,0,0,0,0,0,0,0
Chile,CHL,2020-12-26,8345,0,0,0,0,0,0,0
Chile,CHL,2020-12-27,8656,0,0,0,0,0,0,0
Chile,CHL,2020-12-28,8656,0,0,0,0,0,0,0
Chile,CHL,2020-12-29,8656,0,0,0,0,0,0,0
Chile,CHL,2020-12-30,8656,0,0,0,0,0,0,0
Chile,CHL,2020-12-31,8656,0,0,0,0,0,0,0
Chile,CHL,2021-01-01,8656,0,0,0,0,0,0,0
Chile,CHL,2021-01-02,8656,0,0,0,0,0,0,0
Chile,CHL,2021-01-03,8656,0,0,0,0,0,0,0
Chile,CHL,2021-01-04,9061,0,0,0,0,0,0,0
Chile,CHL,2021-01-05,10504,0,0,0,0,0,0,0
Chile,CHL,2021-01-06,10709,0,0,0,0,0,0,0
Chile,CHL,2021-01-07,10709,0,0,0,0,0,0,0
Chile,CHL,2021-01-08,10709,0,0,0,0,0,0,0
Chile,CHL,2021-01-09,10709,0,0,0,0,0,0,0
Chile,CHL,2021-01-10,10710,0,0,0,0,0,0,0
Chile,CHL,2021-01-11,10710,0,0,0,0,0,0,0
Chile,CHL,2021-01-12,10710,0,0,0,0,0,0,0
Chile,CHL,2021-01-13,11743,0,0,0,0,0,0,0
Chile,CHL,2021-01-14,18660,0,0,0,0,0,0,0
Chile,CHL,2021-01-15,22091,0,0,0,0,0,0,0
Chile,CHL,2021-01-16,22181,0,0,0,0,0,0,0
Chile,CHL,2021-01-17,22181,0,0,0,0,0,0,0
Chile,CHL,2021-01-18,33232,0,0,0,0,0,0,0
Chile,CHL,2021-01-19,52598,0,0,0,0,0,0,0
Chile,CHL,2021-01-20,61907,0,0,0,0,0,0,0
Chile,CHL,2021-01-21,64964,0,0,0,0,0,0,0
Chile,CHL,2021-01-22,65379,0,0,0,0,0,0,0
Chile,CHL,2021-01-23,65379,0,0,0,0,0,0,0
Chile,CHL,2021-01-24,65379,0,0,0,0,0,0,0
Chile,CHL,2021-01-25,66799,0,0,0,0,0,0,0
Chile,CHL,2021-01-26,67413,0,0,0,0,0,0,0
Chile,CHL,2021-01-27,67448,0,0,0,0,0,0,0
Chile,CHL,2021-01-28,67448,0,0,0,0,0,0,0
Chile,CHL,2021-01-29,67453,0,0,0,0,0,0,0
Chile,CHL,2021-01-30,67454,0,0,0,0,0,0,0
Chile,CHL,2021-01-31,67455,0,0,0,0,0,0,0
Chile,CHL,2021-02-01,67455,0,0,0,0,0,0,0
Chile,CHL,2021-02-02,67461,0,0,0,0,13185,0,0
Chile,CHL,2021-02-03,67461,0,0,0,0,183571,0,0
Chile,CHL,2021-02-04,69589,0,0,0,0,357596,0,0
Chile,CHL,2021-02-05,70277,0,0,0,0,526413,0,0
Chile,CHL,2021-02-06,70282,0,0,0,0,554266,0,0
Chile,CHL,2021-02-07,70284,0,0,0,0,562904,0,0
Chile,CHL,2021-02-08,82085,0,0,0,0,784402,0,0
Chile,CHL,2021-02-09,101567,0,0,0,0,1026821,0,0
Chile,CHL,2021-02-10,110012,0,0,0,0,1299169,0,0
Chile,CHL,2021-02-11,113085,0,0,0,0,1550394,0,0
Chile,CHL,2021-02-12,113445,0,0,0,0,1779529,0,0
Chile,CHL,2021-02-13,113478,0,0,0,0,1809056,0,0
Chile,CHL,2021-02-14,113478,0,0,0,0,1813524,0,0
Chile,CHL,2021-02-15,113479,0,0,0,0,2079400,0,0
Chile,CHL,2021-02-16,113492,0,0,0,0,2299482,0,0
Chile,CHL,2021-02-17,113492,0,0,0,0,2487536,0,0
Chile,CHL,2021-02-18,113495,0,0,0,0,2642815,0,0
Chile,CHL,2021-02-19,113495,0,0,0,0,2784953,0,0
Chile,CHL,2021-02-20,113497,0,0,0,0,2794592,0,0
Chile,CHL,2021-02-21,113497,0,0,0,0,2795754,0,0
Chile,CHL,2021-02-22,125591,0,0,0,0,2891796,0,0
Chile,CHL,2021-02-23,150433,0,0,0,0,2961200,0,0
Chile,CHL,2021-02-24,178952,0,0,0,0,3018960,0,0
Chile,CHL,2021-02-25,212672,0,0,0,0,3071329,0,0
Chile,CHL,2021-02-26,242406,0,0,0,0,3119997,0,0
Chile,CHL,2021-02-27,248732,0,0,0,0,3123719,0,0
Chile,CHL,2021-02-28,248734,0,0,0,0,3124072,0,0
Chile,CHL,2021-03-01,263637,0,0,0,0,3246745,0,0
Chile,CHL,2021-03-02,294560,0,0,0,0,3387205,0,0
Chile,CHL,2021-03-03,313129,0,0,0,0,3680614,0,0
Chile,CHL,2021-03-04,322239,0,0,0,0,3982134,0,0
Chile,CHL,2021-03-05,327998,0,0,0,0,4274361,0,0
Chile,CHL,2021-03-06,328342,0,0,0,0,4307809,0,0
Chile,CHL,2021-03-07,328449,0,0,0,0,4315668,0,0
Chile,CHL,2021-03-08,341048,0,0,0,0,4653816,0,0
Chile,CHL,2021-03-09,378632,0,0,0,0,4992864,0,0
Chile,CHL,2021-03-10,420244,0,0,0,0,5352693,0,0
Chile,CHL,2021-03-11,465985,0,0,0,0,5724120,0,0
Chile,CHL,2021-03-12,483401,0,0,0,0,6081192,0,0
Chile,CHL,2021-03-13,483954,0,0,0,0,6131115,0,0
Chile,CHL,2021-03-14,483954,0,0,0,0,6137704,0,0
Chile,CHL,2021-03-15,507879,0,0,0,0,6544177,0,0
Chile,CHL,2021-03-16,561426,0,0,0,0,6900977,0,0
Chile,CHL,2021-03-17,616974,0,0,0,0,7212827,0,0
Chile,CHL,2021-03-18,666583,0,0,0,0,7498270,0,0
Chile,CHL,2021-03-19,689761,0,0,0,0,7769788,0,0
Chile,CHL,2021-03-20,691682,0,0,0,0,7802075,0,0
Chile,CHL,2021-03-21,691692,0,0,0,0,7806090,0,0
Chile,CHL,2021-03-22,727788,0,0,0,0,8038799,0,0
Chile,CHL,2021-03-23,787723,0,0,0,0,8219809,0,0
Chile,CHL,2021-03-24,840630,0,0,0,0,8386038,0,0
Chile,CHL,2021-03-25,895229,0,0,0,0,8544176,0,0
Chile,CHL,2021-03-26,933670,0,0,0,0,8723488,0,0
Chile,CHL,2021-03-27,935704,0,0,0,0,8737147,0,0
Chile,CHL,2021-03-28,935704,0,0,0,0,8738540,0,0
Chile,CHL,2021-03-29,957756,0,0,0,0,8983313,0,0
Chile,CHL,2021-03-30,1015259,0,0,0,0,9204551,0,0
Chile,CHL,2021-03-31,1061444,0,0,0,0,9438769,0,0
Chile,CHL,2021-04-01,1085234,0,0,0,0,9718395,0,0
Chile,CHL,2021-04-02,1085460,0,0,0,0,9725212,0,0
Chile,CHL,2021-04-03,1085653,0,0,0,0,9728248,0,0
Chile,CHL,2021-04-04,1085657,0,0,0,0,9729369,0,0
Chile,CHL,2021-04-05,1116820,0,0,0,0,9983119,0,0
Chile,CHL,2021-04-06,1199639,0,0,0,0,10140202,0,0
Chile,CHL,2021-04-07,1288934,0,0,0,0,10284258,0,0
Chile,CHL,2021-04-08,1367228,0,0,0,0,10445584,0,0
Chile,CHL,2021-04-09,1416487,0,0,0,0,10615338,0,0
Chile,CHL,2021-04-10,1424317,0,0,0,0,10633541,0,0
Chile,CHL,2021-04-11,1424823,0,0,0,0,10635489,0,0
Chile,CHL,2021-04-12,1489628,0,0,0,0,10807785,0,0
Chile,CHL,2021-04-13,1577877,0,0,0,0,10954947,0,0
Chile,CHL,2021-04-14,1667422,0,0,0,0,11094981,0,0
Chile,CHL,2021-04-15,1735459,0,0,0,0,11234200,0,0
Chile,CHL,2021-04-16,1786222,0,0,0,0,11377752,0,0
Chile,CHL,2021-04-17,1792153,0,0,0,0,11394118,0,0
Chile,CHL,2021-04-18,1792832,0,0,0,0,11396080,0,0
Chile,CHL,2021-04-19,1816900,0,0,0,0,11567154,0,0
Chile,CHL,2021-04-20,1861395,0,0,0,0,11712080,0,0
Chile,CHL,2021-04-21,1907472,0,0,0,0,11843646,0,0
Chile,CHL,2021-04-22,1954597,0,0,0,0,11997298,0,0
Chile,CHL,2021-04-23,1983586,0,0,0,0,12152005,0,0
Chile,CHL,2021-04-24,1985983,0,0,0,0,12167296,0,0
Chile,CHL,2021-04-25,1985984,0,0,0,0,12168338,0,0
Chile,CHL,2021-04-26,2031364,0,0,0,0,12319714,0,0
Chile,CHL,2021-04-27,2095251,0,0,0,0,12427410,0,0
Chile,CHL,2021-04-28,2150140,0,3607,0,0,12538092,0,0
Chile,CHL,2021-04-29,2182710,0,10151,0,0,12654422,0,0
Chile,CHL,2021-04-30,2213763,0,23878,0,0,12697530,0,0
Chile,CHL,2021-05-01,2214940,0,24164,0,0,12698368,0,0
Chile,CHL,2021-05-02,2215332,0,24346,0,0,12699260,0,0
Chile,CHL,2021-05-03,2239250,0,44444,0,0,12807168,0,0
Chile,CHL,2021-05-04,2285426,0,61217,0,0,12913958,0,0
Chile,CHL,2021-05-05,2334027,0,71044,0,0,13030752,0,0
Chile,CHL,2021-05-06,2374931,0,78260,0,0,13140947,0,0
Chile,CHL,2021-05-07,2408945,0,82407,0,0,13250793,0,0
Chile,CHL,2021-05-08,2414685,0,83077,0,0,13269981,0,0
Chile,CHL,2021-05-09,2414750,0,83147,0,0,13271252,0,0
Chile,CHL,2021-05-10,2454276,0,86102,0,0,13402542,0,0
Chile,CHL,2021-05-11,2520463,0,88083,0,0,13527181,0,0
Chile,CHL,2021-05-12,2579967,0,89751,0,0,13649401,0,0
Chile,CHL,2021-05-13,2627912,0,90303,0,0,13758628,0,0
Chile,CHL,2021-05-14,2672860,0,90546,0,0,13872955,0,0
Chile,CHL,2021-05-15,2673154,0,90586,0,0,13874079,0,0
Chile,CHL,2021-05-16,2673234,0,90586,0,0,13874435,0,0
Chile,CHL,2021-05-17,2726635,0,90881,0,0,13992442,0,0
Chile,CHL,2021-05-18,2805319,0,92311,0,0,14096160,0,0
Chile,CHL,2021-05-19,2884902,0,98830,0,0,14177104,0,0
Chile,CHL,2021-05-20,2955910,0,105548,0,0,14291266,0,0
Chile,CHL,2021-05-21,2962963,0,105619,0,0,14293809,0,0
Chile,CHL,2021-05-22,2975572,0,106112,0,0,14313829,0,0
Chile,CHL,2021-05-23,2976702,0,106132,0,0,14316964,0,0
Chile,CHL,2021-05-24,3050987,0,118542,0,0,14467293,0,0
Chile,CHL,2021-05-25,3162495,0,136119,0,0,14585031,0,0
Chile,CHL,2021-05-26,3236712,0,161511,0,0,14714496,0,0
Chile,CHL,2021-05-27,3293463,0,195447,0,0,14827060,0,0
Chile,CHL,2021-05-28,3341528,0,227550,0,0,14933260,0,0
Chile,CHL,2021-05-29,3353792,0,235992,0,0,14959945,0,0
Chile,CHL,2021-05-30,3355353,0,237386,0,0,14967085,0,0
Chile,CHL,2021-05-31,3423505,0,281185,0,0,15070785,0,74
Chile,CHL,2021-06-01,3526844,0,326595,0,0,15133081,0,10461
Chile,CHL,2021-06-02,3606944,0,359078,0,0,15201419,0,33783
Chile,CHL,2021-06-03,3654519,0,361422,0,0,15275723,0,73403
Chile,CHL,2021-06-04,3679044,0,362976,0,0,15360510,0,107773
Chile,CHL,2021-06-05,3684161,0,363286,0,0,15382903,0,117686
Chile,CHL,2021-06-06,3684754,0,363316,0,0,15385491,0,119476
Chile,CHL,2021-06-07,3696493,0,365272,0,0,15525800,0,146949
Chile,CHL,2021-06-08,3710138,0,366956,0,0,15675207,0,167029
Chile,CHL,2021-06-09,3722429,0,368928,0,0,15837941,0,183760
Chile,CHL,2021-06-10,3736398,0,370216,0,0,16012677,0,196921
Chile,CHL,2021-06-11,3753295,0,371452,0,0,16169533,0,200967
Chile,CHL,2021-06-12,3756110,0,371780,0,0,16198510,0,201360
Chile,CHL,2021-06-13,3756655,0,371795,0,0,16199969,0,201409
Chile,CHL,2021-06-14,3788715,0,372968,0,0,16384298,0,205586
Chile,CHL,2021-06-15,3841956,0,373787,0,0,16537381,0,209266
Chile,CHL,2021-06-16,3913651,0,374650,0,0,16687850,0,213220
Chile,CHL,2021-06-17,3980407,0,375431,0,0,16801327,0,216262
Chile,CHL,2021-06-18,4018019,0,376278,0,0,16867790,0,218639
Chile,CHL,2021-06-19,4029528,0,376422,0,0,16892591,0,218917
Chile,CHL,2021-06-20,4030759,0,376432,0,0,16895293,0,218929
Chile,CHL,2021-06-21,4040472,0,376555,0,0,16905117,0,219007
Chile,CHL,2021-06-22,4203632,0,378384,0,0,17045297,0,222769
Chile,CHL,2021-06-23,4319090,0,380653,0,0,17166848,0,235189
Chile,CHL,2021-06-24,4405283,0,384112,0,0,17266901,0,298768
Chile,CHL,2021-06-25,4478087,0,388172,0,0,17351221,0,348882
Chile,CHL,2021-06-26,4499088,0,389413,0,0,17371818,0,358959
Chile,CHL,2021-06-27,4501333,0,389504,0,0,17373895,0,360214
Chile,CHL,2021-06-28,4504029,0,389671,0,0,17375414,0,361440
Chile,CHL,2021-06-29,4637766,0,395487,0,0,17453476,0,393346
Chile,CHL,2021-06-30,4769982,0,399755,0,0,17499152,0,416258
Chile,CHL,2021-07-01,4905186,0,402806,0,0,17529712,0,430277
Chile,CHL,2021-07-02,5003085,0,405394,0,0,17559580,0,441751
Chile,CHL,2021-07-03,5026396,0,405986,0,0,17570232,0,445182
Chile,CHL,2021-07-04,5029394,0,406054,0,0,17571276,0,445583
Chile,CHL,2021-07-05,5123082,0,409909,0,0,17618443,0,455993
Chile,CHL,2021-07-06,5192548,0,413517,0,0,17668112,0,463586
Chile,CHL,2021-07-07,5286307,0,416582,0,0,17728668,0,468386
Chile,CHL,2021-07-08,5362640,0,418813,0,0,17802917,0,472252
Chile,CHL,2021-07-09,5431441,0,421153,0,0,17867383,0,476170
Chile,CHL,2021-07-10,5456500,0,422174,0,0,17883160,0,477745
Chile,CHL,2021-07-11,5459754,0,422254,0,0,17884765,0,477916
Chile,CHL,2021-07-12,5546583,0,424921,0,0,17970969,0,482007
Chile,CHL,2021-07-13,5649933,0,426772,0,0,18046994,0,484841
Chile,CHL,2021-07-14,5724774,0,428325,0,0,18130824,0,487565
Chile,CHL,2021-07-15,5791759,0,431547,0,0,18222728,0,492872
Chile,CHL,2021-07-16,5794214,0,431657,0,0,18224895,0,492969
Chile,CHL,2021-07-17,5803447,0,431980,0,0,18238764,0,493438
Chile,CHL,2021-07-18,5804319,0,431980,0,0,18240025,0,493540
Chile,CHL,2021-07-19,5863283,0,433879,0,0,18299891,0,496175
Chile,CHL,2021-07-20,5943075,0,435842,0,0,18350836,0,497911
Chile,CHL,2021-07-21,6003178,0,438293,0,0,18391749,0,499313
Chile,CHL,2021-07-22,6048367,0,440834,0,0,18420853,0,500906
Chile,CHL,2021-07-23,6137400,0,444827,0,0,18442715,0,502136
Chile,CHL,2021-07-24,6152454,0,446098,0,0,18459585,0,503563
Chile,CHL,2021-07-25,6153694,0,446131,0,0,18461234,0,503605
Chile,CHL,2021-07-26,6192447,0,449429,0,0,18475039,0,504555
Chile,CHL,2021-07-27,6229694,0,452390,0,0,18485148,0,505334
Chile,CHL,2021-07-28,6255277,0,454354,0,0,18492252,0,505867
Chile,CHL,2021-07-29,6337601,0,456000,0,0,18498142,0,506346
Chile,CHL,2021-07-30,6408171,0,457634,0,0,18502461,0,506621
Chile,CHL,2021-07-31,6417577,0,457983,0,0,18503902,0,506633
Chile,CHL,2021-08-01,6417979,0,457984,0,0,18503968,0,506634
Chile,CHL,2021-08-02,6423930,0,459815,0,0,18619423,0,507633
Chile,CHL,2021-08-03,6430090,0,461967,0,0,18749321,0,508487
Chile,CHL,2021-08-04,6488358,0,463790,0,0,18753750,0,508711
Chile,CHL,2021-08-05,6530227,0,465186,0,0,18756622,0,508893
Chile,CHL,2021-08-06,6561091,0,466448,0,0,18759039,0,509073
Chile,CHL,2021-08-07,6561988,0,466466,0,0,18759276,0,509089
Chile,CHL,2021-08-08,6562001,0,466466,0,0,18759341,0,509089
Chile,CHL,2021-08-09,6569557,0,467256,0,0,18849119,0,509309
Chile,CHL,2021-08-10,6577415,0,467971,0,0,18928053,0,509562
Chile,CHL,2021-08-11,6692018,0,469855,0,0,18932234,0,509671
Chile,CHL,2021-08-12,6766773,0,471365,0,0,18937622,0,509781
Chile,CHL,2021-08-13,6813605,0,472178,0,0,18941165,0,509878
Chile,CHL,2021-08-14,6814549,0,472202,0,0,18941485,0,509891
Chile,CHL,2021-08-15,6814634,0,472205,0,0,18941821,0,509891
Chile,CHL,2021-08-16,6819103,0,473146,0,0,18996942,0,510312
Chile,CHL,2021-08-17,6823752,0,474142,0,0,19049319,0,513394
Chile,CHL,2021-08-18,6897522,0,475377,0,0,19053275,0,514696
Chile,CHL,2021-08-19,6954484,0,476318,0,0,19056162,0,516182
Chile,CHL,2021-08-20,7006617,0,477271,0,0,19058954,0,518055
Chile,CHL,2021-08-21,7008048,0,477295,0,0,19059494,0,519226
Chile,CHL,2021-08-22,7008189,0,477299,0,0,19059621,0,519843
Chile,CHL,2021-08-23,7012346,0,480604,0,0,19101999,0,524783
Chile,CHL,2021-08-24,7015643,0,483229,0,0,19136169,0,529561
Chile,CHL,2021-08-25,7020038,0,485243,0,0,19157615,0,533136
Chile,CHL,2021-08-26,7098665,0,485683,0,0,19159788,0,534617
Chile,CHL,2021-08-27,7150063,0,486096,0,0,19161863,0,536081
Chile,CHL,2021-08-28,7151123,0,486123,0,0,19162136,0,537134
Chile,CHL,2021-08-29,7151223,0,486129,0,0,19162273,0,537530
Chile,CHL,2021-08-30,7153773,0,488650,0,0,19252313,0,541542
Chile,CHL,2021-08-31,7155867,0,491304,0,0,19355481,0,545836
Chile,CHL,2021-09-01,7185211,0,491736,0,0,19360340,0,547207
Chile,CHL,2021-09-02,7206406,0,492051,0,0,19363619,0,548338
Chile,CHL,2021-09-03,7221284,0,492332,0,0,19366201,0,549659
Chile,CHL,2021-09-04,7221534,0,492365,0,0,19366582,0,550017
Chile,CHL,2021-09-05,7221556,0,492365,0,0,19366612,0,550141
Chile,CHL,2021-09-06,7222692,0,494109,0,0,19437618,0,552517
Chile,CHL,2021-09-07,7223938,0,495665,0,0,19511145,0,554615
Chile,CHL,2021-09-08,7236557,0,495880,0,0,19514657,0,555355
Chile,CHL,2021-09-09,7245133,0,496058,0,0,19517977,0,556002
Chile,CHL,2021-09-10,7252415,0,496227,0,0,19520390,0,556580
Chile,CHL,2021-09-11,7252584,0,496246,0,0,19520792,0,556782
Chile,CHL,2021-09-12,7252600,0,496250,0,0,19520823,0,556809
Chile,CHL,2021-09-13,7257004,0,497291,0,0,19615692,0,557970
Chile,CHL,2021-09-14,7261478,0,498163,0,0,19696039,0,559269
Chile,CHL,2021-09-15,7266673,0,498690,0,0,19756935,0,560295
Chile,CHL,2021-09-16,7269815,0,499006,0,0,19785555,0,560873
Chile,CHL,2021-09-17,7269846,0,499006,0,0,19785644,0,560877
Chile,CHL,2021-09-18,7269846,0,499006,0,0,19785650,0,560887
Chile,CHL,2021-09-19,7269846,0,499006,0,0,19785652,0,560890
Chile,CHL,2021-09-20,7273288,0,500594,0,0,19867929,0,561844
Chile,CHL,2021-09-21,7276654,0,502258,0,0,19947923,0,562764
Chile,CHL,2021-09-22,7280040,0,503455,0,0,20034419,0,563422
Chile,CHL,2021-09-23,7283500,0,504184,0,0,20092298,0,563997
Chile,CHL,2021-09-24,7287087,0,504769,0,0,20169000,0,564512
Chile,CHL,2021-09-25,7287218,0,504774,0,0,20169912,0,564644
Chile,CHL,2021-09-26,7287226,0,504774,0,0,20170042,0,564683
Chile,CHL,2021-09-27,7290148,0,506204,0,0,20281815,0,565248
Chile,CHL,2021-09-28,7293554,0,507922,0,0,20417173,0,565832
Chile,CHL,2021-09-29,7297044,0,509007,0,0,20547103,0,566395
Chile,CHL,2021-09-30,7300201,0,509874,0,0,20666595,0,566824
Chile,CHL,2021-10-01,7303051,0,510623,0,0,20775083,0,567448
Chile,CHL,2021-10-02,7303354,0,510660,0,0,20780984,0,567504
Chile,CHL,2021-10-03,7303525,0,510668,0,0,20781276,0,567531
