Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
European Union,,2021-08-22,364066893,49868963,66379767,12987983,1835874,9,2081140,0
European Union,,2021-08-23,364963970,50032970,66396167,13016167,1835874,9,2081140,0
European Union,,2021-08-24,365916832,50215024,66408104,13047914,1835874,9,2081141,0
European Union,,2021-08-25,366902580,50379062,66418823,13081537,1835874,9,2081141,0
European Union,,2021-08-26,367805609,50552917,66428508,13114676,1835874,9,2081141,0
European Union,,2021-08-27,371070273,51369699,66470364,13360092,1837476,9,2085887,0
European Union,,2021-08-28,371647696,51493376,66473438,13382036,1837476,9,2085887,0
European Union,,2021-08-29,371953592,51546995,66475231,13392503,1837476,9,2085887,0
European Union,,2021-08-30,372796452,51706833,66481294,13416299,1837476,9,2085887,0
European Union,,2021-08-31,373662156,51890376,66487020,13442789,1837476,9,2085887,0
European Union,,2021-09-01,374538445,52058756,66493280,13468006,1837476,9,2085887,0
European Union,,2021-09-02,375305396,52230480,66498158,13494038,1837476,9,2085887,0
European Union,,2021-09-03,378119152,52941247,66527964,13670817,1838855,9,2090932,0
European Union,,2021-09-04,378644676,53060167,66529895,13686171,1838855,9,2090932,0
European Union,,2021-09-05,378861740,53121284,66530746,13694306,1838855,9,2090932,0
European Union,,2021-09-06,379457585,53262509,66534253,13710973,1838855,9,2090932,0
European Union,,2021-09-07,380091574,53426434,66538029,13730385,1838855,9,2090932,0
European Union,,2021-09-08,380802522,53574194,66541233,13751095,1838855,9,2090932,0
European Union,,2021-09-09,381452176,53732065,66543924,13772911,1838855,9,2090932,0
European Union,,2021-09-10,383616399,54204353,66563129,13915094,1840030,9,2095005,0
European Union,,2021-09-11,384082158,54296665,66564202,13930727,1840030,9,2095005,0
European Union,,2021-09-12,384289169,54332754,66564689,13938770,1840030,9,2095005,0
European Union,,2021-09-13,384841724,54435429,66566983,13957177,1840030,9,2095005,0
European Union,,2021-09-14,385455077,54556044,66570010,13977771,1840030,9,2095005,0
European Union,,2021-09-15,386153218,54663348,66572379,14000208,1840030,9,2095005,0
European Union,,2021-09-16,386769954,54773897,66575045,14024087,1840030,9,2095005,0
European Union,,2021-09-17,388628606,55158828,66591735,14177931,1841032,9,2098602,0
European Union,,2021-09-18,389067721,55240432,66592694,14194368,1841032,9,2098602,0
European Union,,2021-09-19,389273051,55270168,66593204,14202973,1841032,9,2098602,0
European Union,,2021-09-20,389799200,55359251,66595396,14220456,1841032,9,2098602,0
European Union,,2021-09-21,390395967,55464018,66597522,14241452,1841032,9,2098602,0
European Union,,2021-09-22,391076874,55556885,66599376,14264280,1841032,9,2098602,0
European Union,,2021-09-23,391678374,55651700,66601089,14290743,1841032,9,2098602,0
European Union,,2021-09-24,393281135,55997652,66617330,14448926,1841992,9,2102692,0
European Union,,2021-09-25,393682601,56068692,66618182,14469072,1841992,9,2102692,0
European Union,,2021-09-26,393868099,56094990,66618594,14479782,1841992,9,2102692,0
European Union,,2021-09-27,394334081,56165933,66620575,14501491,1841992,9,2102692,0
European Union,,2021-09-28,394859856,56249604,66622353,14525930,1841992,9,2102692,0
European Union,,2021-09-29,395472505,56327561,66624686,14552380,1841992,9,2102692,0
European Union,,2021-09-30,396029561,56420800,66627087,14581081,1841992,9,2102692,0
European Union,,2021-10-01,397500621,56692020,66636528,14711755,1842784,9,2106720,0
European Union,,2021-10-02,397786594,56749299,66637151,14726872,1842784,9,2106720,0
European Union,,2021-10-03,397904868,56768751,66637446,14735850,1842784,9,2106720,0
European Union,,2021-10-04,398277304,56824477,66638821,14754766,1842784,9,2106720,0
European Union,,2021-10-05,398728915,56897545,66640263,14777800,1842784,9,2106720,0
European Union,,2021-10-06,399232499,56960769,66641188,14800320,1842784,9,2106720,0
European Union,,2021-10-07,399707067,57034533,66642027,14825911,1842784,9,2106720,0
European Union,,2021-10-08,401108304,57248041,66650122,14926738,1843185,9,2109886,0
European Union,,2021-10-09,401396663,57297323,66650540,14945541,1843185,9,2109886,0
European Union,,2021-10-10,401513022,57314554,66650713,14956628,1843185,9,2109886,0
European Union,,2021-10-11,401890818,57363668,66651887,14975714,1843185,9,2109886,0
European Union,,2021-10-12,402352853,57431169,66653209,14999617,1843185,9,2109886,0
European Union,,2021-10-13,402881564,57495079,66653962,15024867,1843185,9,2109886,0
European Union,,2021-10-14,403389855,57574320,66654862,15053089,1843185,9,2109886,0
European Union,,2021-10-15,404651546,57756102,66660569,15151713,1843550,9,2112780,0
European Union,,2021-10-16,404944808,57801224,66660942,15172084,1843550,9,2112780,0
European Union,,2021-10-17,405072451,57819799,66661156,15184354,1843550,9,2112780,0
European Union,,2021-10-18,405457005,57862030,66661722,15205730,1843550,9,2112780,0
European Union,,2021-10-19,405992994,57911999,66662743,15242220,1843550,9,2112780,0
European Union,,2021-10-20,406288093,57937210,66663155,15247080,1843550,9,2112780,0
Finland,FIN,2021-01-01,25,42,0,0,0,0,0,0
Finland,FIN,2021-01-08,21084,190,142,0,0,0,0,0
Finland,FIN,2021-01-15,61618,236,205,0,0,0,0,0
Finland,FIN,2021-01-22,118495,1162,279,0,0,0,0,0
Finland,FIN,2021-01-29,172105,3794,287,0,0,0,0,0
Finland,FIN,2021-02-05,226762,4677,292,0,0,0,0,0
Finland,FIN,2021-02-12,277705,5988,4208,0,0,0,0,0
Finland,FIN,2021-02-19,337590,10590,24287,0,0,0,0,0
Finland,FIN,2021-02-26,400256,19187,55945,0,0,0,0,0
Finland,FIN,2021-03-05,466064,27134,96051,0,0,0,0,0
Finland,FIN,2021-03-12,534142,38831,140395,0,0,0,0,0
Finland,FIN,2021-03-19,613300,42635,184911,0,0,0,0,0
Finland,FIN,2021-03-26,713634,52668,184979,0,0,0,0,0
Finland,FIN,2021-04-02,813056,69488,202273,0,0,0,0,0
Finland,FIN,2021-04-09,933781,81501,243143,0,0,0,0,0
Finland,FIN,2021-04-16,1090547,103587,298847,0,0,0,0,0
Finland,FIN,2021-04-23,1259940,118285,336015,0,0,0,0,0
Finland,FIN,2021-04-30,1436640,137790,353554,0,0,0,0,0
Finland,FIN,2021-05-07,1650172,162194,359432,0,0,0,0,0
Finland,FIN,2021-05-14,1852274,188267,367192,0,0,0,0,0
Finland,FIN,2021-05-21,2081556,222094,380279,0,0,0,0,0
Finland,FIN,2021-05-28,2306619,258630,391987,0,0,0,0,0
Finland,FIN,2021-06-04,2554472,296822,404643,0,0,0,0,0
Finland,FIN,2021-06-11,2850875,325822,421751,0,0,0,0,0
Finland,FIN,2021-06-18,3153554,358690,425792,0,0,0,0,0
Finland,FIN,2021-06-25,3371027,383939,438640,0,0,0,0,0
Finland,FIN,2021-07-02,3624911,409964,471052,0,0,0,0,0
Finland,FIN,2021-07-09,3854453,441872,507650,0,0,0,0,0
Finland,FIN,2021-07-16,4058067,467848,535802,0,0,0,0,0
Finland,FIN,2021-07-23,4276648,499646,549060,0,0,0,0,0
Finland,FIN,2021-07-30,4502351,536306,551880,0,0,0,0,0
Finland,FIN,2021-08-06,4712817,580402,552600,0,0,0,0,0
Finland,FIN,2021-08-13,4931343,621623,552796,0,0,0,0,0
Finland,FIN,2021-08-20,5132843,659155,552951,0,0,0,0,0
Finland,FIN,2021-08-27,5314113,688095,553087,0,0,0,0,0
Finland,FIN,2021-09-03,5498614,714277,553120,0,0,0,0,0
Finland,FIN,2021-09-10,5655264,743320,553153,0,0,0,0,0
Finland,FIN,2021-09-17,5759204,770518,553183,0,0,0,0,0
Finland,FIN,2021-09-24,5854256,798696,553201,0,0,0,0,0
Finland,FIN,2021-10-01,5933924,819569,553210,0,0,0,0,0
Finland,FIN,2021-10-08,5998201,836130,553220,0,0,0,0,0
Finland,FIN,2021-10-15,6062616,848021,553228,0,0,0,0,0
Finland,FIN,2021-10-19,6065152,848194,553229,0,0,0,0,0
France,FRA,2020-12-27,422,0,0,0,0,0,0,0
France,FRA,2020-12-28,860,0,0,0,0,0,0,0
France,FRA,2020-12-29,1139,0,0,0,0,0,0,0
France,FRA,2020-12-30,1473,0,0,0,0,0,0,0
France,FRA,2020-12-31,1740,0,0,0,0,0,0,0
France,FRA,2021-01-01,2051,0,0,0,0,0,0,0
France,FRA,2021-01-02,2303,0,0,0,0,0,0,0
France,FRA,2021-01-03,2584,0,0,0,0,0,0,0
France,FRA,2021-01-04,4376,0,0,0,0,0,0,0
France,FRA,2021-01-05,10104,0,0,0,0,0,0,0
France,FRA,2021-01-06,21736,0,0,0,0,0,0,0
France,FRA,2021-01-07,50832,0,0,0,0,0,0,0
France,FRA,2021-01-08,87582,0,0,0,0,0,0,0
France,FRA,2021-01-09,98675,0,0,0,0,0,0,0
France,FRA,2021-01-10,104451,0,0,0,0,0,0,0
France,FRA,2021-01-11,144103,0,0,0,0,0,0,0
France,FRA,2021-01-12,205815,0,0,0,0,0,0,0
France,FRA,2021-01-13,270475,0,0,0,0,0,0,0
France,FRA,2021-01-14,351410,1220,0,0,0,0,0,0
France,FRA,2021-01-15,419630,1554,0,0,0,0,0,0
France,FRA,2021-01-16,439500,1820,0,0,0,0,0,0
France,FRA,2021-01-17,450326,1871,0,0,0,0,0,0
France,FRA,2021-01-18,532920,4897,0,0,0,0,0,0
France,FRA,2021-01-19,658551,9532,0,0,0,0,0,0
France,FRA,2021-01-20,790706,14609,0,0,0,0,0,0
France,FRA,2021-01-21,943239,19876,0,0,0,0,0,0
France,FRA,2021-01-22,1058870,24923,0,0,0,0,0,0
France,FRA,2021-01-23,1095370,26760,0,0,0,0,0,0
France,FRA,2021-01-24,1104869,26911,0,0,0,0,0,0
France,FRA,2021-01-25,1180132,30656,0,0,0,0,0,0
France,FRA,2021-01-26,1279397,34498,0,0,0,0,0,0
France,FRA,2021-01-27,1388351,38029,0,0,0,0,0,0
France,FRA,2021-01-28,1522957,41681,0,0,0,0,0,0
France,FRA,2021-01-29,1628801,44893,0,0,0,0,0,0
France,FRA,2021-01-30,1660870,46001,0,0,0,0,0,0
France,FRA,2021-01-31,1667623,46031,0,0,0,0,0,0
France,FRA,2021-02-01,1737712,49365,0,0,0,0,0,0
France,FRA,2021-02-02,1839571,53781,0,0,0,0,0,0
France,FRA,2021-02-03,1943207,58937,0,0,0,0,0,0
France,FRA,2021-02-04,2069890,63787,0,0,0,0,0,0
France,FRA,2021-02-05,2178288,68534,0,0,0,0,0,0
France,FRA,2021-02-06,2207945,70533,979,0,0,0,0,0
France,FRA,2021-02-07,2216566,70613,2359,0,0,0,0,0
France,FRA,2021-02-08,2298711,78106,5072,0,0,0,0,0
France,FRA,2021-02-09,2421558,86472,11785,0,0,0,0,0
France,FRA,2021-02-10,2549745,95772,21261,0,0,0,0,0
France,FRA,2021-02-11,2711712,106013,34759,0,0,0,0,0
France,FRA,2021-02-12,2841116,116198,47966,0,0,0,0,0
France,FRA,2021-02-13,2875709,119506,51593,0,0,0,0,0
France,FRA,2021-02-14,2886503,119838,52509,0,0,0,0,0
France,FRA,2021-02-15,2983760,126309,62807,0,0,0,0,0
France,FRA,2021-02-16,3112948,135200,75171,0,0,0,0,0
France,FRA,2021-02-17,3246239,143790,86156,0,0,0,0,0
France,FRA,2021-02-18,3408537,154212,100927,0,0,0,0,0
France,FRA,2021-02-19,3539963,163809,115152,0,0,0,0,0
France,FRA,2021-02-20,3580098,167132,118391,0,0,0,0,0
France,FRA,2021-02-21,3588704,167434,118972,0,0,0,0,0
France,FRA,2021-02-22,3682492,174729,128016,0,0,0,0,0
France,FRA,2021-02-23,3799927,183315,139260,0,0,0,0,0
France,FRA,2021-02-24,3917769,191702,153374,0,0,0,0,0
France,FRA,2021-02-25,4055433,200521,198116,0,0,0,0,0
France,FRA,2021-02-26,4170027,207948,259821,0,0,0,0,0
France,FRA,2021-02-27,4206441,210571,294494,0,0,0,0,0
France,FRA,2021-02-28,4214243,210745,296891,0,0,0,0,0
France,FRA,2021-03-01,4302630,219568,317118,0,0,0,0,0
France,FRA,2021-03-02,4419571,230721,355765,0,0,0,0,0
France,FRA,2021-03-03,4540653,242039,404210,0,0,0,0,0
France,FRA,2021-03-04,4677866,254274,486169,0,0,0,0,0
France,FRA,2021-03-05,4811162,266243,604003,0,0,0,0,0
France,FRA,2021-03-06,4909322,272638,724379,0,0,0,0,0
France,FRA,2021-03-07,4978169,275011,779380,0,0,0,0,0
France,FRA,2021-03-08,5080217,287404,821974,0,0,0,0,0
France,FRA,2021-03-09,5213904,303228,900724,0,0,0,0,0
France,FRA,2021-03-10,5351982,319315,981351,0,0,0,0,0
France,FRA,2021-03-11,5510055,337781,1109476,0,0,0,0,0
France,FRA,2021-03-12,5658680,353806,1291906,0,0,0,0,0
France,FRA,2021-03-13,5759972,366292,1423823,0,0,0,0,0
France,FRA,2021-03-14,5807143,371505,1437775,0,0,0,0,0
France,FRA,2021-03-15,5931028,385786,1489750,0,0,0,0,0
France,FRA,2021-03-16,6088856,407052,1490814,0,0,0,0,0
France,FRA,2021-03-17,6252360,431097,1491612,0,0,0,0,0
France,FRA,2021-03-18,6434234,459213,1493006,0,0,0,0,0
France,FRA,2021-03-19,6602667,486890,1563239,0,0,0,0,0
France,FRA,2021-03-20,6688453,513748,1628304,0,0,0,0,0
France,FRA,2021-03-21,6717128,531488,1633945,0,0,0,0,0
France,FRA,2021-03-22,6862314,552194,1671215,0,0,0,0,0
France,FRA,2021-03-23,7042690,578884,1755598,0,0,0,0,0
France,FRA,2021-03-24,7222613,607648,1846351,0,0,0,0,0
France,FRA,2021-03-25,7426439,639223,1996190,0,0,0,0,0
France,FRA,2021-03-26,7629585,670292,2161421,0,0,0,0,0
France,FRA,2021-03-27,7755294,687418,2229748,0,0,0,0,0
France,FRA,2021-03-28,7800960,698024,2236132,0,0,0,0,0
France,FRA,2021-03-29,7980162,721150,2290114,0,0,0,0,0
France,FRA,2021-03-30,8210559,751544,2383092,0,0,0,0,0
France,FRA,2021-03-31,8447497,785887,2446446,0,0,0,0,0
France,FRA,2021-04-01,8719747,828680,2532360,0,0,0,0,0
France,FRA,2021-04-02,8967568,866151,2619188,0,0,0,0,0
France,FRA,2021-04-03,9113360,886585,2655007,0,0,0,0,0
France,FRA,2021-04-04,9163768,896743,2658503,0,0,0,0,0
France,FRA,2021-04-05,9217017,909835,2662890,0,0,0,0,0
France,FRA,2021-04-06,9477007,943707,2692451,0,0,0,0,0
France,FRA,2021-04-07,9780785,981614,2724582,0,0,0,0,0
France,FRA,2021-04-08,10113611,1027119,2803374,0,0,0,0,0
France,FRA,2021-04-09,10434206,1069388,2965234,0,0,0,0,0
France,FRA,2021-04-10,10624121,1097929,3041093,0,0,0,0,0
France,FRA,2021-04-11,10694833,1110072,3048348,0,0,0,0,0
France,FRA,2021-04-12,10965978,1138290,3099769,0,0,0,0,0
France,FRA,2021-04-13,11296705,1174006,3186034,0,0,0,0,0
France,FRA,2021-04-14,11626426,1208135,3253889,0,0,0,0,0
France,FRA,2021-04-15,11972956,1250929,3347082,0,0,0,0,0
France,FRA,2021-04-16,12303198,1291581,3459872,0,0,0,0,0
France,FRA,2021-04-17,12492136,1327184,3513320,0,0,0,0,0
France,FRA,2021-04-18,12548701,1347430,3522969,0,0,0,0,0
France,FRA,2021-04-19,12833599,1380315,3548066,0,0,0,0,0
France,FRA,2021-04-20,13170661,1421011,3593841,0,0,0,0,0
France,FRA,2021-04-21,13510435,1462756,3632980,0,0,0,0,0
France,FRA,2021-04-22,13881144,1511202,3688233,0,0,0,0,0
France,FRA,2021-04-23,14236245,1560946,3759512,3069,0,0,0,0
France,FRA,2021-04-24,14457358,1601230,3797546,4631,0,0,0,0
France,FRA,2021-04-25,14540688,1619362,3803779,4754,0,0,0,0
France,FRA,2021-04-26,14859412,1653573,3823965,7607,0,0,0,0
France,FRA,2021-04-27,15241917,1697008,3859412,17077,0,0,0,0
France,FRA,2021-04-28,15634987,1745456,3890084,26936,0,0,0,0
France,FRA,2021-04-29,16064558,1800925,3941184,42898,0,0,0,0
France,FRA,2021-04-30,16483786,1854130,4005374,62092,0,0,0,0
France,FRA,2021-05-01,16663537,1878863,4016711,64049,0,0,0,0
France,FRA,2021-05-02,16772550,1894617,4020148,64512,0,0,0,0
France,FRA,2021-05-03,17167749,1933778,4036879,69510,0,0,0,0
France,FRA,2021-05-04,17618699,1980964,4068145,77836,0,0,0,0
France,FRA,2021-05-05,18084447,2028490,4097194,83931,0,0,0,0
France,FRA,2021-05-06,18575451,2087177,4152436,95261,0,0,0,0
France,FRA,2021-05-07,19053817,2145509,4224807,114286,0,0,0,0
France,FRA,2021-05-08,19292882,2176372,4240309,116608,0,0,0,0
France,FRA,2021-05-09,19442629,2197343,4244653,117264,0,0,0,0
France,FRA,2021-05-10,19891942,2252212,4271962,124440,0,0,0,0
France,FRA,2021-05-11,20420610,2316592,4324522,138686,0,0,0,0
France,FRA,2021-05-12,20960769,2386238,4369034,148790,0,0,0,0
France,FRA,2021-05-13,21289649,2443004,4374663,150308,0,0,0,0
France,FRA,2021-05-14,21786652,2517022,4414745,157980,0,0,0,0
France,FRA,2021-05-15,22148271,2589770,4442556,161646,0,0,0,0
France,FRA,2021-05-16,22320756,2635671,4446122,162038,0,0,0,0
France,FRA,2021-05-17,22754942,2692752,4473770,166441,0,0,0,0
France,FRA,2021-05-18,23247203,2759364,4516583,175123,0,0,0,0
France,FRA,2021-05-19,23744236,2826910,4557468,180729,0,0,0,0
France,FRA,2021-05-20,24260493,2900956,4623242,190078,0,0,0,0
France,FRA,2021-05-21,24756055,2976650,4701309,202777,0,0,0,0
France,FRA,2021-05-22,25072586,3042401,4739428,207766,0,0,0,0
France,FRA,2021-05-23,25206273,3080298,4742647,208227,0,0,0,0
France,FRA,2021-05-24,25475579,3099356,4748244,209222,0,0,0,0
France,FRA,2021-05-25,25972413,3132546,4798483,216737,0,0,0,0
France,FRA,2021-05-26,26477727,3163741,4854299,224386,0,0,0,0
France,FRA,2021-05-27,27010854,3199203,4938228,238636,0,0,0,0
France,FRA,2021-05-28,27521220,3243424,5044686,265111,0,0,0,0
France,FRA,2021-05-29,27855240,3281864,5108148,276376,0,0,0,0
France,FRA,2021-05-30,27978166,3288235,5116808,277257,0,0,0,0
France,FRA,2021-05-31,28440203,3335463,5154992,289790,0,0,0,0
France,FRA,2021-06-01,28961789,3400957,5222925,309842,0,0,0,0
France,FRA,2021-06-02,29474269,3457549,5283791,324220,0,0,0,0
France,FRA,2021-06-03,30007497,3531964,5374680,343511,0,0,0,0
France,FRA,2021-06-04,30543877,3621399,5483766,365864,0,0,0,0
France,FRA,2021-06-05,30913361,3679756,5537869,375507,0,0,0,0
France,FRA,2021-06-06,31076224,3690801,5543613,376463,0,0,0,0
France,FRA,2021-06-07,31581293,3741884,5576018,385508,0,0,0,0
France,FRA,2021-06-08,32130455,3811021,5625131,399983,0,0,0,0
France,FRA,2021-06-09,32676696,3866036,5669086,412045,0,0,0,0
France,FRA,2021-06-10,33218388,3927600,5739098,427304,0,0,0,0
France,FRA,2021-06-11,33763922,4007972,5838239,444161,0,0,0,0
France,FRA,2021-06-12,34157239,4058214,5880130,451518,0,0,0,0
France,FRA,2021-06-13,34317905,4070644,5884129,452376,0,0,0,0
France,FRA,2021-06-14,34813184,4119986,5927666,458918,0,0,0,0
France,FRA,2021-06-15,35350133,4181728,6009568,469714,0,0,0,0
France,FRA,2021-06-16,35892062,4233268,6076442,478488,0,0,0,0
France,FRA,2021-06-17,36402612,4295918,6179813,489257,0,0,0,0
France,FRA,2021-06-18,36957497,4371457,6299532,501565,0,0,0,0
France,FRA,2021-06-19,37359649,4420815,6339693,507069,0,0,0,0
France,FRA,2021-06-20,37517759,4434506,6343174,507706,0,0,0,0
France,FRA,2021-06-21,38008566,4494656,6383097,512655,0,0,0,0
France,FRA,2021-06-22,38540697,4572519,6454078,520406,0,0,0,0
France,FRA,2021-06-23,39082534,4643836,6505763,527409,0,0,0,0
France,FRA,2021-06-24,39566361,4722468,6584200,535935,0,0,0,0
France,FRA,2021-06-25,40118910,4816216,6675512,545921,0,0,0,0
France,FRA,2021-06-26,40527840,4891784,6709221,550593,0,0,0,0
France,FRA,2021-06-27,40702781,4923664,6713358,551213,0,0,0,0
France,FRA,2021-06-28,41206894,4990562,6744361,555837,0,0,0,0
France,FRA,2021-06-29,41751576,5070357,6801370,562689,0,0,0,0
France,FRA,2021-06-30,42309616,5144536,6847315,569189,0,0,0,0
France,FRA,2021-07-01,42839251,5224937,6914129,577159,0,0,0,0
France,FRA,2021-07-02,43397577,5311213,7005950,586433,0,0,0,0
France,FRA,2021-07-03,43801692,5380462,7037759,591164,0,0,0,0
France,FRA,2021-07-04,43968902,5405715,7042130,591752,0,0,0,0
France,FRA,2021-07-05,44476880,5444173,7076663,596389,0,0,0,0
France,FRA,2021-07-06,45031992,5494904,7133723,603922,0,0,0,0
France,FRA,2021-07-07,45583431,5542852,7177660,610746,0,0,0,0
France,FRA,2021-07-08,46107193,5602813,7239550,619793,0,0,0,0
France,FRA,2021-07-09,46683567,5684204,7309689,629923,0,0,0,0
France,FRA,2021-07-10,47093811,5731243,7335363,634420,0,0,0,0
France,FRA,2021-07-11,47253567,5737290,7338756,634932,0,0,0,0
France,FRA,2021-07-12,47819601,5787491,7363298,640642,0,0,0,0
France,FRA,2021-07-13,48493230,5877862,7399681,654706,0,0,0,0
France,FRA,2021-07-14,48815444,5887871,7402494,656796,0,0,0,0
France,FRA,2021-07-15,49519043,5982074,7435120,674838,0,0,0,0
France,FRA,2021-07-16,50210414,6102218,7476567,697467,0,0,0,0
France,FRA,2021-07-17,50709668,6157694,7491330,707043,0,0,0,0
France,FRA,2021-07-18,50918819,6168646,7494150,708322,0,0,0,0
France,FRA,2021-07-19,51536258,6230287,7512620,721093,0,0,0,0
France,FRA,2021-07-20,52222673,6326816,7541633,738227,0,0,0,0
France,FRA,2021-07-21,52909140,6406768,7562998,753593,0,0,0,0
France,FRA,2021-07-22,53592506,6504047,7592629,771641,0,0,0,0
France,FRA,2021-07-23,54283247,6621452,7625350,791805,0,0,0,0
France,FRA,2021-07-24,54763616,6679095,7633165,800897,0,0,0,0
France,FRA,2021-07-25,54952169,6688430,7634692,802113,0,0,0,0
France,FRA,2021-07-26,55541951,6747133,7646260,812846,0,0,0,0
France,FRA,2021-07-27,56196101,6844115,7664379,827100,0,0,0,0
France,FRA,2021-07-28,56837315,6925808,7677444,839548,0,0,0,0
France,FRA,2021-07-29,57470713,7026958,7694436,853339,0,0,0,0
France,FRA,2021-07-30,58087973,7139115,7713675,868571,0,0,0,0
France,FRA,2021-07-31,58496484,7189939,7717785,875184,0,0,0,0
France,FRA,2021-08-01,58647756,7197486,7718331,875989,0,0,0,0
France,FRA,2021-08-02,59154980,7249323,7723853,883585,0,0,0,0
France,FRA,2021-08-03,59693063,7333413,7731900,893912,0,0,0,0
France,FRA,2021-08-04,60204399,7400767,7737198,903038,0,0,0,0
France,FRA,2021-08-05,60697944,7486960,7741334,912281,0,0,0,0
France,FRA,2021-08-06,61212801,7587453,7746552,922007,0,0,0,0
France,FRA,2021-08-07,61553652,7630144,7748656,926706,0,0,0,0
France,FRA,2021-08-08,61680816,7637582,7749176,927709,0,0,0,0
France,FRA,2021-08-09,62139167,7687975,7751944,933538,0,0,0,0
France,FRA,2021-08-10,62630997,7766465,7756146,941926,0,0,0,0
France,FRA,2021-08-11,63098473,7826875,7759085,949587,0,0,0,0
France,FRA,2021-08-12,63558533,7904533,7761939,957770,0,0,0,0
France,FRA,2021-08-13,63996753,7983443,7764441,964898,0,0,0,0
France,FRA,2021-08-14,64293868,8024567,7765510,968433,0,0,0,0
France,FRA,2021-08-15,64374486,8031417,7765697,969053,0,0,0,0
France,FRA,2021-08-16,64821041,8083875,7766888,972803,0,0,0,0
France,FRA,2021-08-17,65283883,8165738,7768519,978137,0,0,0,0
France,FRA,2021-08-18,65731785,8234472,7770010,983054,0,0,0,0
France,FRA,2021-08-19,66157877,8318584,7771577,988273,0,0,0,0
France,FRA,2021-08-20,66605528,8414750,7773342,993223,0,0,0,0
France,FRA,2021-08-21,66902779,8457151,7773988,995380,0,0,0,0
France,FRA,2021-08-22,67013922,8464359,7774176,995722,0,0,0,0
France,FRA,2021-08-23,67453757,8518776,7775199,998371,0,0,0,0
France,FRA,2021-08-24,67900549,8606857,7776258,1001900,0,0,0,0
France,FRA,2021-08-25,68328356,8676355,7777191,1005276,0,0,0,0
France,FRA,2021-08-26,68721131,8764625,7778209,1008821,0,0,0,0
France,FRA,2021-08-27,69150089,8867399,7779313,1012275,0,0,0,0
France,FRA,2021-08-28,69442181,8913775,7779746,1013897,0,0,0,0
France,FRA,2021-08-29,69544438,8921539,7779899,1014254,0,0,0,0
France,FRA,2021-08-30,69930546,8977986,7780549,1016112,0,0,0,0
France,FRA,2021-08-31,70313141,9064275,7781348,1018462,0,0,0,0
France,FRA,2021-09-01,70679586,9126726,7781889,1020395,0,0,0,0
France,FRA,2021-09-02,70978886,9202536,7782600,1022585,0,0,0,0
France,FRA,2021-09-03,71311510,9302976,7783282,1024867,0,0,0,0
France,FRA,2021-09-04,71582241,9348595,7783592,1026190,0,0,0,0
France,FRA,2021-09-05,71645718,9354788,7783671,1026565,0,0,0,0
France,FRA,2021-09-06,71882278,9399193,7784128,1028160,0,0,0,0
France,FRA,2021-09-07,72102928,9464123,7784701,1029727,0,0,0,0
France,FRA,2021-09-08,72369667,9515860,7785120,1030904,0,0,0,0
France,FRA,2021-09-09,72570744,9581388,7785558,1032204,0,0,0,0
France,FRA,2021-09-10,72812737,9665609,7786051,1033634,0,0,0,0
France,FRA,2021-09-11,73019460,9703442,7786317,1034332,0,0,0,0
France,FRA,2021-09-12,73061401,9708332,7786373,1034466,0,0,0,0
France,FRA,2021-09-13,73250481,9743798,7786740,1035414,0,0,0,0
France,FRA,2021-09-14,73446285,9799909,7787057,1036441,0,0,0,0
France,FRA,2021-09-15,73690768,9847995,7787336,1037362,0,0,0,0
France,FRA,2021-09-16,73867308,9903310,7787696,1038101,0,0,0,0
France,FRA,2021-09-17,74070689,9979716,7788075,1038819,0,0,0,0
France,FRA,2021-09-18,74236739,10014025,7788258,1039232,0,0,0,0
France,FRA,2021-09-19,74265863,10018277,7788294,1039382,0,0,0,0
France,FRA,2021-09-20,74418050,10048243,7788547,1039712,0,0,0,0
France,FRA,2021-09-21,74572817,10095780,7788845,1040067,0,0,0,0
France,FRA,2021-09-22,74774628,10134026,7789084,1040379,0,0,0,0
France,FRA,2021-09-23,74918349,10181237,7789371,1040767,0,0,0,0
France,FRA,2021-09-24,75083688,10249559,7789700,1041119,0,0,0,0
France,FRA,2021-09-25,75217326,10279108,7789872,1041356,0,0,0,0
France,FRA,2021-09-26,75238223,10283224,7789914,1041405,0,0,0,0
France,FRA,2021-09-27,75365385,10310074,7790204,1041622,0,0,0,0
France,FRA,2021-09-28,75484596,10352329,7790476,1041873,0,0,0,0
France,FRA,2021-09-29,75643542,10386456,7790704,1042183,0,0,0,0
France,FRA,2021-09-30,75757241,10431192,7790911,1042493,0,0,0,0
France,FRA,2021-10-01,75894956,10492879,7791087,1042803,0,0,0,0
France,FRA,2021-10-02,76001026,10520037,7791175,1042956,0,0,0,0
France,FRA,2021-10-03,76015505,10523291,7791193,1043014,0,0,0,0
France,FRA,2021-10-04,76126668,10548363,7791353,1043263,0,0,0,0
France,FRA,2021-10-05,76235475,10590680,7791512,1043449,0,0,0,0
France,FRA,2021-10-06,76382579,10624130,7791682,1043633,0,0,0,0
France,FRA,2021-10-07,76491213,10667424,7791826,1043836,0,0,0,0
France,FRA,2021-10-08,76638771,10729530,7791981,1044081,0,0,0,0
France,FRA,2021-10-09,76737433,10754008,7792056,1044223,0,0,0,0
France,FRA,2021-10-10,76748388,10756930,7792067,1044272,0,0,0,0
